+------------------------------------------------------------------+----------+
|                         ПОКРЫТИЕ                                 |ПРИМЕЧАНИЕ|
+------------------------------------------------------------------+----------+
|Ц9.хр!                                                            |          |
|Хим.окс.прм!                                                      |          |
|Хим.фос.прм!                                                      |          |
|Ц6.хр!                                                            |          |
|Н9.Кд3.т.хр!                                                      |          |
+------------------------------------------------------------------+----------+
