+------------------------------------------------------------------+----------+
|                         ТЕРМООБРАБОТКА                           |ПРИМЕЧАНИЕ|
+------------------------------------------------------------------+----------+
|Цементировать HRC 50..62!                                         |          |
|Цементировать HRC 40..50!                                         |          |
|35...50 HRC!                                                      |          |
|50...80 РРР!                                                      |          |
|                                                                  |          |
+------------------------------------------------------------------+----------+
