 Значение коэффициентов MuF, MuH для типовых режимов нагружения:

0 - режим нагружения не задан
1 - тяжелый
2 - средний равновероятностный
3 - средний нормальный
4 - легкий
5 - особо легкий
                                                    
+------------+-----------------------------+
|            |Коэффициенты эквивалентности |
|   Режим    |-----------------------------+
| нагружения |         |        MuF        |
|            |   MuH   +---------+---------+
|            |         |   q=6   |   q=9   |
+------------+---------+---------+---------+
|    0       |  1      |  1      |  1      |
|    1       |  0.500  |  0.300  |  0.200  |
|    2       |  0.250  |  0.143  |  0.100  |
|    3       |  0.180  |  0.065  |  0.036  |
|    4       |  0.125  |  0.038  |  0.016  |
|    5       |  0.063  |  0.013  |  0.004  |
+------------+---------+---------+---------+
