Значение коэффициента g0 зубчатого колеса по ГОСТ 1643-81
                                                    
+-------------+-------------------------------------+
| Модуль m,мм |Степень точности по нормам плавности |
+-------------+-------------------------------------+
| MIN  | MAX  |  5  |  6  |  7  |  8  |  9   |  10  |
+-------------+-------------------------------------+
| 0    | 3.55 |  28 |  38 |  47 |  56 |  73  |  100 |
| 3.55 | 10   |  31 |  42 |  53 |  61 |  82  |  110 |
| 10   |  -   |  37 |  48 |  64 |  73 |  100 |  135 |
+-------------+-------------------------------------+
