		коэфф Kv
+------------+---------+---------+----------------------------------+
|  степ      |       скорость скольжения Vc м/с                     |
|  точн      |------------------------------------------------------+
|            | до 1.5  | от 1.5 до 3  | от 3 до 7.5 | от 7.5 до 12  |
+------------+------------------------------------------------------+
|    6       |    -    |      -       |      1      |       1.1     |
|    7       |    1    |      1       |      1.1    |       1.2     |
|    8       |    1.15 |      1.25    |      1.4    |        -      |
|    9       |    1.25 |      -       |      -      |        -      |
+-------------------------------------------------------------------+
  
