                   МАТЕРИАЛ ДЛЯ ЗУБЧАТОГО КОЛЕСА ПО ТЕХНОЛОГИИ АВТОЗАВОДОВ

Ho - твердость поверхности зубчатого колеса
Hk - твердость сердцевины зубчатого колеса
SIGMA_Flimb - предел выносливости зубьев при изгибе, соответствующий базовому числу циклов напряжений, МПа
Sf - коэффициент запаса прочности при расчете зубьев на изгибную выносливость 
SIGMA_Fst - Базовое значение предельного напряжения при изгибе максимальной нагрузкой, МПа
SIGMA_T - Предел текучести материала, МПа
E - модуль упругости материала зубчатого колеса
V - коэффициент Пуассона
Тип стали - Легированная, Углеродистая
Yg - Коэффициент, учитывающий шлифование переходной поверхности                                                 
Yd - Коэффициент, учитывающий деформационное упрочнение или электрохимическую обработку переходной поверхности  
N  - число циклов нагружения

Возможные значения:
 
 Способ термообработки:
  НОРМАЛИЗАЦИЯ
  УЛУЧШЕНИЕ
  ОБЪЕМНАЯ_ЗАКАЛКА
  ЦЕМЕНТАЦИЯ
  АЗОТИРОВАНИЕ
  НИТРОЦЕМЕНТАЦИЯ
  ЗАКАЛКА_ТВЧ
  ОТЖИГ
  ПОВЕРХНОСТНАЯ_ЗАКАЛКА
 
 Способ получения заготовки:
  ПОКОВКА
  ШТАМПОВКА
  ПРОКАТ
  ЛИТЬЕ 

 Единицы измерения:
  HB
  HV
  HRC
  
 Тип стали:
  Л - Легированная
  У - Углеродистая 
  
+----------------------------------------------------------------------------+
|МАТЕРИАЛ|Cпособ           | Ho  | Hk  |SIGMA_Flim |SIGMA_Hlim | Nf   |  Nh  |
|        |термо-           |     |     |           |           |циклов|циклов|
|        |обработки        |HRC  |HRC  |  H/mm2    | H/mm2     |      |      |
+--------------------------+-------------------------------------------------+
|12Х2Н4А |ЦЕМЕНТАЦИЯ       | 60  | 38  |    467     |   22.1   | 4E6  |1.2E8 |
|12XH3A  |ЦЕМЕНТАЦИЯ       | 60  | 30  |    422     |   21.5   | 4E6  |1.2E8 |
|15ХГНТА |ЦЕМЕНТАЦИЯ       | 60  | 36  |    475     |   22.1   | 4E6  |1.2E8 |
|15ХГН2ТА|ЦЕМЕНТАЦИЯ       | 60  | 36  |    486     |   22.1   | 4E6  |1.2E8 |
|18ХГТ   |ЦЕМЕНТАЦИЯ       | 60  | 32  |    430     |   21.3   | 4E6  |1.2E8 |
|18Х2Н4ВА|ЦЕМЕНТАЦИЯ       | 60  | 38  |    466     |   24.8   | 4E6  |1.2E8 |

|20Х2НЧА |ЦЕМЕНТАЦИЯ       | 60  | 39  |    505     |   24.4   | 4E6  |1.2E8 |
|20ХН3А  |ЦЕМЕНТАЦИЯ       | 60  | 36  |    444     |   22.1   | 4E6  |1.2E8 |
|20ХГНТА |ЦЕМЕНТАЦИЯ       | 60  | 36  |    486     |   22.1   | 4E6  |1.2E8 |
|20ХНМ   |ЦЕМЕНТАЦИЯ       | 60  | 32  |    465     |   23.3   | 4E6  |1.2E8 |
|20ХГНР  |ЦЕМЕНТАЦИЯ       | 60  | 32  |    465     |   21     | 4E6  |1.2E8 |
|20ХГР   |ЦЕМЕНТАЦИЯ       | 60  | 32  |    430     |   22.5   | 4E6  |1.2E8 |
|25ХГТ   |ЦЕМЕНТАЦИЯ       | 60  | 32  |    462     |   22.5   | 4E6  |1.2E8 |
|30ХГТ   |ЦЕМЕНТАЦИЯ       | 60  | 36  |    475     |   22.5   | 4E6  |1.2E8 |
|35Х     |ЦИАНИРОВАНИЕ     | 60  | 40  |    460     |   21.3   | 2E6  |1.2E8 |
|38ХА    |ЦИАНИРОВАНИЕ     | 60  | 40  |    470     |   21.3   | 2E6  |1.2E8 |
|40ХА    |ЦИАНИРОВАНИЕ     | 60  | 40  |    470     |   21.3   | 2E6  |1.2E8 |
|40ХН    |ОБЬЕМНАЯ ЗАКАЛКА | 50  | 50  |    250     |   13     | 2E6  |6E7   |
|40ХН    |УЛУЧШЕНИЕ        | 28  | 28  |    280     |   5.7    | 1E6  |1.6E7 |
|45      |ЗАКАЛКА ТВЧ      | 56  | 32  |    320     |   15.4   | 2E6  |1E8   |
|55ПП    |ЗАКАЛКА ТВЧ      | 59  | 31  |    480     |   18.6   | 2E6  |1E8   |
+----------------------------------------------------------------------------+
